Description,Stop ID,Longitude,Latitude,Routes,Municipality,Nearest Intersection,Bikerack,Bench,Shelter,Info Booth,Signpost,Discontinued,Location,NYS Municipal Boundaries,New York Zip Codes,Counties
7 Colvin Ave,10360,-73.79713,42.677137,712,ALBANY,WASHINGTON,No,No,No,No,Yes,No,"{'latitude': '42.677137', 'longitude': '-73.79713'}",814,43,2030
Van Vranken Ave & Mason St,2415,-73.92408,42.82424,"351,830, 998",SCHENECTADY,KENWOOD,No,No,No,No,Yes,No,"{'latitude': '42.82424', 'longitude': '-73.92408'}",104,77,2142
2nd Ave & 115th St,806,-73.67728,42.77453,85,TROY,114TH,No,No,No,No,Yes,No,"{'latitude': '42.77453', 'longitude': '-73.67728'}",110,12,2138
Hackett Blvd & Clara Barton Dr,1173,-73.775077,42.646384,"734, 806",ALBANY,HACKETT,No,No,No,No,Yes,No,"{'latitude': '42.646384', 'longitude': '-73.775077'}",814,46,2030
S. Pearl St & Beaver St,10022,-73.75331,42.64904,"6,7,100,716,803,804,805, 809",ALBANY,HOWARD,No,No,No,No,Yes,No,"{'latitude': '42.64904', 'longitude': '-73.75331'}",814,44,2030
Albany Shaker Rd & Margaret Dr,2660,-73.79037,42.72276,737,COLONIE,ALBANY SHAKER,No,No,No,No,Yes,No,"{'latitude': '42.72276', 'longitude': '-73.79037'}",834,48,2030
Sand Creek Rd & Colonie Central HS,10569,-73.80488,42.71004,125,COLONIE,WINDSOR,No,No,No,No,Yes,No,"{'latitude': '42.71004', 'longitude': '-73.80488'}",834,42,2030
4th St & Madison St,11590,-73.69185,42.71833,"85, 224",TROY,MADISON,No,No,No,No,Yes,No,"{'latitude': '42.71833', 'longitude': '-73.69185'}",110,11,2138
Worth St & Vanderbilt Ave,11510,-73.7826,43.07156,"451, 840",SARATOGA SPRINGS,VANDERBILT,No,No,Yes,No,Yes,No,"{'latitude': '43.07156', 'longitude': '-73.7826'}",994,147,2141
Rt 7 & Long Branch Rd,2526,-73.60883,42.53684,520,SCHODACK,TERRACE,No,No,No,No,Yes,No,"{'latitude': '42.53684', 'longitude': '-73.60883'}",112,1296,2138
Central Ave & Fullerton Ave,2254,-73.88559,42.76408,355,COLONIE,FULLERTON,No,No,No,No,Yes,No,"{'latitude': '42.76408', 'longitude': '-73.88559'}",834,73,2030
Circular St & Union Ave(discontinued),12157,-73.78256,43.078,,SARATOGA SPRINGS,CIRCULAR,No,No,No,No,Yes,No,"{'latitude': '43.078', 'longitude': '-73.78256'}",994,147,2141
Whitehall Rd & Marwood St,1067,-73.79736,42.64597,"6,801,804,805, 806",ALBANY,SWARTSON,No,No,No,No,Yes,No,"{'latitude': '42.64597', 'longitude': '-73.79736'}",814,46,2030
New Loudon Rd & Spring Street Dr,11055,-73.75539,42.71598,182,COLONIE,SPRING,No,No,Yes,No,Yes,No,"{'latitude': '42.71598', 'longitude': '-73.75539'}",834,48,2030
Congress St & 4th St,12347,-73.689483,42.728658,"289, 999",TROY,4TH,No,No,No,No,Yes,No,"{'latitude': '42.728658', 'longitude': '-73.689483'}",110,11,2138
Point of Woods (Knollwood Terr),11347,-73.87473,42.71315,"155,801, 806",ALBANY,POINT OF WOODS,No,No,No,No,Yes,No,"{'latitude': '42.71315', 'longitude': '-73.87473'}",814,40,2030
Vliet Blvd & Francis St,4157,-73.72382,42.77919,802,COHOES,TREMONT,No,No,No,No,Yes,No,"{'latitude': '42.77919', 'longitude': '-73.72382'}",835,1176,2030
Hillside Ave & Commerce Park,12401,-73.9047,42.83194,351,NISKAYUNA,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.83194', 'longitude': '-73.9047'}",107,78,2142
Carman Rd & Lydius St,1653,-73.94371,42.755,763,GUILDERLAND,LYDIUS,No,No,No,No,Yes,No,"{'latitude': '42.755', 'longitude': '-73.94371'}",832,72,2030
Geyser Rd & Casino Dr,12776,,,451,SARATOGA SPRINGS,HATHORN,No,No,No,No,Yes,No,,,,
8th Ave & Northern Dr (Corliss Park),4468,-73.66382,42.78695,80,TROY,8TH,No,No,No,No,Yes,No,"{'latitude': '42.78695', 'longitude': '-73.66382'}",110,12,2138
5th Ave & 122nd St,4466,-73.66986,42.7823,80,TROY,5TH,No,No,No,No,Yes,No,"{'latitude': '42.7823', 'longitude': '-73.66986'}",110,12,2138
Rowland St & Birchwood Ln,12948,-73.848677,43.021309,540,MILTON,COUNTY HWY 47,No,No,No,No,Yes,No,"{'latitude': '43.021309', 'longitude': '-73.848677'}",999,1148,2141
Van Vranken Ave & Salina St,11279,,,"351, 998",SCHENECTADY,GERLING,No,No,No,No,Yes,No,,,,
Mariaville Rd & Ford St,1635,-73.98861,42.79189,351,ROTTERDAM,TAYLOR,No,No,No,No,Yes,No,"{'latitude': '42.79189', 'longitude': '-73.98861'}",105,75,2142
2128 Central Ave,11320,-73.87764,42.75675,355,COLONIE,CENTRAL,No,No,No,No,Yes,No,"{'latitude': '42.75675', 'longitude': '-73.87764'}",834,73,2030
Central Ave & N. Lake Ave,214,-73.77142,42.66369,"1, 807",ALBANY,LAKE,No,No,No,No,Yes,No,"{'latitude': '42.66369', 'longitude': '-73.77142'}",814,43,2030
Northern Blvd & Beverly Ave,3270,-73.75693,42.66536,"182,737, 801",ALBANY,BEVERLY,No,No,No,No,Yes,No,"{'latitude': '42.66536', 'longitude': '-73.75693'}",814,47,2030
Rt 50 & Lake Hill Rd,2320,-73.898797,42.909791,450,BALLSTON,SARATOGA,No,No,No,No,Yes,No,"{'latitude': '42.909791', 'longitude': '-73.898797'}",1011,1153,2141
Lark St & Hudson Ave,561,-73.76618,42.65398,"13,18,734,763, 801",ALBANY,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.65398', 'longitude': '-73.76618'}",814,47,2030
Curry Rd & Guilderland Ave,3513,-73.970402,42.786557,763,ROTTERDAM,GUILDERLAND,No,No,No,No,Yes,No,"{'latitude': '42.786557', 'longitude': '-73.970402'}",105,75,2142
Everett Rd & Atrium Dr,10368,-73.77841,42.68884,737,COLONIE,COUNTY HWY 155,No,No,No,No,Yes,No,"{'latitude': '42.68884', 'longitude': '-73.77841'}",834,42,2030
Albany St & Access Rd,12637,-73.855008,42.728147,155,COLONIE,ALBANY,No,No,No,No,Yes,No,"{'latitude': '42.728147', 'longitude': '-73.855008'}",834,42,2030
Rt 7 & Birchwood Ln,2477,-73.83594,42.77684,370,NISKAYUNA,STATE HWY 7,No,No,No,No,Yes,No,"{'latitude': '42.77684', 'longitude': '-73.83594'}",107,78,2142
River St & 101st St,852,-73.68238,42.75372,85,TROY,RIVER,No,No,No,No,Yes,No,"{'latitude': '42.75372', 'longitude': '-73.68238'}",110,11,2138
Quail St & Washington Ave,3457,-73.77541,42.66365,100,ALBANY,WASHINGTON,No,No,No,No,Yes,No,"{'latitude': '42.66365', 'longitude': '-73.77541'}",814,40,2030
Saratoga St & Bridge St,11083,-73.69991,42.75977,"182, 802",COHOES,SPRING,No,No,No,No,Yes,No,"{'latitude': '42.75977', 'longitude': '-73.69991'}",835,1176,2030
Broadway & Ten Eyck Apts,11294,-73.945155,42.809017,"351, 763",SCHENECTADY,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.809017', 'longitude': '-73.945155'}",104,74,2142
McClellan St & State St,11622,-73.925725,42.800105,352,SCHENECTADY,STATE HWY 5,No,No,No,No,Yes,No,"{'latitude': '42.800105', 'longitude': '-73.925725'}",104,73,2142
4th St & Liberty St,11595,-73.69036,42.725106,"85, 224",TROY,LIBERTY,No,No,No,No,Yes,No,"{'latitude': '42.725106', 'longitude': '-73.69036'}",110,11,2138
Church St & Woodlawn Ave,12141,-73.78633,43.08348,451,SARATOGA SPRINGS,WOODLAWN,No,No,No,No,Yes,No,"{'latitude': '43.08348', 'longitude': '-73.78633'}",994,147,2141
Excelsior Ave & East Ave,12224,-73.77271,43.09,"450, 452",SARATOGA SPRINGS,EAST,No,No,No,No,Yes,No,"{'latitude': '43.09', 'longitude': '-73.77271'}",994,147,2141
Madison Ave & Eagle St,3479,-73.75928,42.64762,"114, 870",ALBANY,EAGLE,No,No,No,No,Yes,No,"{'latitude': '42.64762', 'longitude': '-73.75928'}",814,39,2030
Western Ave & Alton Rd,376,-73.854699,42.686658,"10,190, 763",GUILDERLAND,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.686658', 'longitude': '-73.854699'}",832,40,2030
Nott St & Lennox Rd,12498,-73.9222,42.82014,"354, 998",SCHENECTADY,LENOX,No,No,No,No,Yes,No,"{'latitude': '42.82014', 'longitude': '-73.9222'}",104,77,2142
Western Ave & Partridge St,884,-73.782122,42.66347,"10,11, 808",ALBANY,ONTARIO,No,No,Yes,No,Yes,No,"{'latitude': '42.66347', 'longitude': '-73.782122'}",814,40,2030
2nd Ave & 101st St,4269,-73.68266,42.75399,85,TROY,RIVER,No,Yes,Yes,No,Yes,No,"{'latitude': '42.75399', 'longitude': '-73.68266'}",110,11,2138
Simmons Ave & Columbia St,3074,-73.71439,42.77253,"182,522, 802",COHOES,ELM,No,No,No,No,Yes,No,"{'latitude': '42.77253', 'longitude': '-73.71439'}",835,1176,2030
W. Marion Ave Park & Ride,12318,,,540,MOREAU,<Beginning>,No,No,No,No,Yes,No,,,,
Western Ave & McKown Rd,2016,-73.83434,42.67995,"10,763,806, 808",GUILDERLAND,MCKOWN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.67995', 'longitude': '-73.83434'}",832,40,2030
Sand Creek Rd & Central News,10525,-73.81004,42.71445,"1, 125",COLONIE,KENLYN,No,No,No,No,Yes,No,"{'latitude': '42.71445', 'longitude': '-73.81004'}",834,42,2030
16 Corporate Woods Blvd,11530,-73.76489,42.68229,737,COLONIE,CORPORATE WOODS,No,No,No,No,Yes,No,"{'latitude': '42.68229', 'longitude': '-73.76489'}",834,48,2030
Rt 50 & Pashley Rd,2396,-73.923807,42.888806,450,GLENVILLE,SARATOGA,No,No,No,No,Yes,No,"{'latitude': '42.888806', 'longitude': '-73.923807'}",108,50,2142
2nd Ave & 123rd St,10014,-73.67285,42.78413,85,TROY,122ND,No,No,No,No,Yes,No,"{'latitude': '42.78413', 'longitude': '-73.67285'}",110,12,2138
East St & Wendell St,10799,-73.73973,42.64257,"214, 808",RENSSELAER,WENDELL,No,No,No,No,Yes,No,"{'latitude': '42.64257', 'longitude': '-73.73973'}",115,1309,2138
Project St & Madison Ave,12359,-73.677207,42.713666,289,TROY,DELAWARE,No,No,No,No,Yes,No,"{'latitude': '42.713666', 'longitude': '-73.677207'}",110,11,2138
Crossgates Commons,12828,,,"12,155, 712",ALBANY,FRONTAGE,No,No,Yes,No,Yes,No,,,,
Delaware Ave & Saint Clare Dr,1318,-73.84932,42.61628,18,BETHLEHEM,DELAWARE,No,No,No,No,Yes,No,"{'latitude': '42.61628', 'longitude': '-73.84932'}",837,1180,2030
New Scotland Rd & Wood Terr,1004,-73.84122,42.64891,"13,113, 805",ALBANY,NEW SCOTLAND,No,No,No,No,Yes,No,"{'latitude': '42.64891', 'longitude': '-73.84122'}",814,45,2030
S. Pearl St & 2nd Ave,10691,-73.76031,42.63677,"7,716, 806",ALBANY,2ND,No,Yes,No,No,Yes,No,"{'latitude': '42.63677', 'longitude': '-73.76031'}",814,39,2030
Columbia St & Bedford St,4028,-73.70409,42.76984,802,COHOES,SANDUSKY,No,No,No,No,Yes,No,"{'latitude': '42.76984', 'longitude': '-73.70409'}",835,1176,2030
Saratoga Museum of Dance (Victorian Stroll Only),10316,,,76,SARATOGA SPRINGS,MUSEUM OF DANCE DRIVEWAY,No,No,No,No,No,No,,,,
Walmart - Glenville,11179,-73.943953,42.84263,"353, 830",GLENVILLE,DUTCH MEADOW,No,No,Yes,No,Yes,No,"{'latitude': '42.84263', 'longitude': '-73.943953'}",108,50,2142
15 Corporate Circle,12553,,,117,ALBANY,CORPORATE,No,No,No,No,Yes,No,,,,
Western Ave & Hillcrest Ave,10612,-73.812548,42.673033,"10,11,763,806, 808",ALBANY,US HWY 20,No,No,No,No,Yes,No,"{'latitude': '42.673033', 'longitude': '-73.812548'}",814,40,2030
Henry St & Caroline St,11727,-73.78255,43.0816,452,SARATOGA SPRINGS,CAROLINE,No,No,No,No,Yes,No,"{'latitude': '43.0816', 'longitude': '-73.78255'}",994,147,2141
East Ave & Union Ave,12851,,,451,SARATOGA SPRINGS,STATE HWY 9P,No,No,No,No,Yes,No,,,,
Excelsior Ave & Marion Ave,12219,-73.770668,43.090368,"450, 452",SARATOGA SPRINGS,EAST,No,No,No,No,Yes,No,"{'latitude': '43.090368', 'longitude': '-73.770668'}",994,147,2141
Delaware Ave & Kensington Ct,1273,-73.84907,42.6165,18,BETHLEHEM,DELAWARE,No,No,No,No,Yes,No,"{'latitude': '42.6165', 'longitude': '-73.84907'}",837,1180,2030
Elm St & Lake Ave,2527,-73.60814,42.52026,520,NASSAU,KATHLEEN WAY,No,No,No,No,Yes,No,"{'latitude': '42.52026', 'longitude': '-73.60814'}",126,1296,2138
Morton Ave & Oneida Terr,1231,-73.7701,42.6451,805,ALBANY,MORTON,No,No,No,No,No,No,"{'latitude': '42.6451', 'longitude': '-73.7701'}",814,39,2030
587 Broadway (The Village One Apts),87,-73.71391,42.70465,22,COLONIE,UNKNOWN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.70465', 'longitude': '-73.71391'}",834,41,2030
Rt 2 & Delatour Rd,2903,-73.73143,42.73828,370,COLONIE,STATE HWY 2,No,Yes,Yes,No,Yes,No,"{'latitude': '42.73828', 'longitude': '-73.73143'}",834,1288,2030
Walmart - Brunswick Plaza,2867,-73.63947,42.74564,"87, 815",BRUNSWICK,WALMART-BRUNSWICK PLAZA RT- 87,No,No,No,No,Yes,No,"{'latitude': '42.74564', 'longitude': '-73.63947'}",130,11,2138
Sand Creek Rd & Russell Rd,3411,-73.78202,42.68911,125,COLONIE,COUNTY HWY 155,No,No,No,No,Yes,No,"{'latitude': '42.68911', 'longitude': '-73.78202'}",834,42,2030
Western Ave & Witte Rd,402,-73.87441,42.6926,"117,719,763,801, 806",GUILDERLAND,WHITTE,No,No,No,No,Yes,No,"{'latitude': '42.6926', 'longitude': '-73.87441'}",832,40,2030
Malden St & Griswald St,2529,-73.60943,42.51419,520,NASSAU,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.51419', 'longitude': '-73.60943'}",126,1296,2138
2nd Ave & 118th St,769,-73.67561,42.77838,85,TROY,118TH,No,No,No,No,Yes,No,"{'latitude': '42.77838', 'longitude': '-73.67561'}",110,12,2138
528 Madison Ave,12912,,,806,ALBANY,KNOX,No,No,No,No,No,No,,,,
3rd St & Jackson St,360,-73.69373,42.71565,"85, 224",TROY,3RD,No,No,No,No,Yes,No,"{'latitude': '42.71565', 'longitude': '-73.69373'}",110,11,2138
Curry Rd & Duglin Ave,3700,-73.95378,42.77676,763,ROTTERDAM,VAN DER VERE,No,No,No,No,Yes,No,"{'latitude': '42.77676', 'longitude': '-73.95378'}",105,72,2142
Racino & Side Entrance @ Canopy,12173,-73.773407,43.060485,875,SARATOGA SPRINGS,SARATOGA RACEWAY,No,No,No,No,Yes,No,"{'latitude': '43.060485', 'longitude': '-73.773407'}",994,147,2141
2nd Ave & 21st St,73,-73.70137,42.73125,"182,522, 809",WATERVLIET,21ST,No,No,No,No,Yes,No,"{'latitude': '42.73125', 'longitude': '-73.70137'}",828,19,2030
Columbia Tpke & Sherwood Ave,10179,-73.734033,42.619184,233,EAST GREENBUSH,SHERWOOD,No,No,No,No,Yes,No,"{'latitude': '42.619184', 'longitude': '-73.734033'}",129,1309,2138
Pawling Ave & Parkview Ct,4369,-73.661051,42.706285,286,TROY,MONROE,No,No,No,No,Yes,No,"{'latitude': '42.706285', 'longitude': '-73.661051'}",110,11,2138
Broadway & Thatcher St,126,-73.74401,42.66193,"22,801, 805",ALBANY,KIRK PLZ,No,No,No,No,Yes,No,"{'latitude': '42.66193', 'longitude': '-73.74401'}",814,44,2030
105 Wolf Rd (Chipotle Mexican Grill),10507,-73.81015,42.71619,"117, 190",COLONIE,WOLF,No,No,No,No,Yes,No,"{'latitude': '42.71619', 'longitude': '-73.81015'}",834,42,2030
1573 State St - Woodlawn Station,2497,-73.912295,42.787887,"355, 905",SCHENECTADY,LAUREL,No,Yes,Yes,No,Yes,No,"{'latitude': '42.787887', 'longitude': '-73.912295'}",104,73,2142
St Jude Senior Apartment(N Greenbush Shopping Bus),12837,,,821,NORTH GREENBUSH,UNKNOWN,No,No,No,No,No,No,,,,
Livingston Ave & Terminal St,10346,-73.773692,42.672471,"138,801, 804",ALBANY,TERMINAL,No,No,No,No,Yes,No,"{'latitude': '42.672471', 'longitude': '-73.773692'}",814,43,2030
Pawling Ave & Walker Ave,4348,-73.66777,42.71461,"286, 289",TROY,COLLINS,No,No,No,No,Yes,No,"{'latitude': '42.71461', 'longitude': '-73.66777'}",110,11,2138
Ontario St & Park Ave,12929,,,802,COHOES,PARK,No,No,No,No,Yes,No,,,,
Eagle St & Park Ave,1226,-73.76157,42.64516,"801,805, 806",ALBANY,PARK,No,No,No,No,Yes,No,"{'latitude': '42.64516', 'longitude': '-73.76157'}",814,39,2030
George St & Center St,11027,-73.69193,42.74319,809,GREEN ISLAND,CLINTON,No,No,No,No,Yes,No,"{'latitude': '42.74319', 'longitude': '-73.69193'}",833,13,2030
Rt 150 & Brookside Dr,2562,-73.64211,42.56128,520,SCHODACK,BROOKSIDE,No,No,No,No,Yes,No,"{'latitude': '42.56128', 'longitude': '-73.64211'}",112,1188,2138
44 Holland Ave (NYS Office of Mental Health),461,-73.773297,42.648032,"100, 734",ALBANY,HACKETT,No,Yes,Yes,No,Yes,No,"{'latitude': '42.648032', 'longitude': '-73.773297'}",814,45,2030
Rt 20 & Okara Dr,11300,-73.92741,42.71168,763,GUILDERLAND,STATE HWY 146,No,No,No,No,Yes,No,"{'latitude': '42.71168', 'longitude': '-73.92741'}",832,72,2030
Main St & Schuyler St,4125,-73.700889,42.768937,182,COHOES,COLUMBIA,No,No,No,No,Yes,No,"{'latitude': '42.768937', 'longitude': '-73.700889'}",835,1176,2030
Nott St & Shop Rite Plaza,11264,-73.89026,42.81628,354,NISKAYUNA,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.81628', 'longitude': '-73.89026'}",107,78,2142
Mill St & Erie St,10084,-73.69183,42.70459,"85, 224",TROY,ERIE,No,Yes,No,No,Yes,No,"{'latitude': '42.70459', 'longitude': '-73.69183'}",110,11,2138
45 Delaware Ave (Hackett Middle School),445,-73.76929,42.64916,"18,801, 806",ALBANY,PARK,No,No,No,No,Yes,No,"{'latitude': '42.64916', 'longitude': '-73.76929'}",814,39,2030
Wolf Rd & Colonie Center,31,-73.81786,42.71143,"1,117,125,190,807, 813",COLONIE,COLONIE CENTER,No,Yes,Yes,No,Yes,No,"{'latitude': '42.71143', 'longitude': '-73.81786'}",834,42,2030
Morton Ave & Clinton St,3496,,,"100,801, 805",ALBANY,CLINTON,No,No,No,No,Yes,No,,,,
Rt 146 & Park Guilderland Apts,10605,-73.96597,42.70287,719,GUILDERLAND,ROBINSON,No,No,No,No,Yes,No,"{'latitude': '42.70287', 'longitude': '-73.96597'}",832,1142,2030
154 Delaware Ave (Healthy Pet Center),1253,-73.8098,42.62909,18,BETHLEHEM,MASON,No,Yes,Yes,No,Yes,No,"{'latitude': '42.62909', 'longitude': '-73.8098'}",837,1180,2030
Main Ave & Douglas St,3780,-73.639531,42.695689,286,NORTH GREENBUSH,DOUGLAS,No,No,No,No,Yes,No,"{'latitude': '42.695689', 'longitude': '-73.639531'}",125,38,2138
Rt 7 & Rensselaer Ave,2465,-73.772602,42.754605,370,COLONIE,RAMP,No,No,No,No,Yes,No,"{'latitude': '42.754605', 'longitude': '-73.772602'}",834,1288,2030
3rd St & Washington Ave,11406,-73.730886,42.657262,"214, 808",RENSSELAER,CENTRAL,No,No,No,No,Yes,No,"{'latitude': '42.657262', 'longitude': '-73.730886'}",115,1309,2138
Columbia Tpke & Ridge Rd,2584,-73.73341,42.61839,233,EAST GREENBUSH,COLUMBIA TPKE,No,No,No,No,Yes,No,"{'latitude': '42.61839', 'longitude': '-73.73341'}",129,1309,2138
Washington Ave & Wisconsin Ave,10761,-73.70783,42.65506,"214, 808",RENSSELAER,BIRCHWOOD,No,No,No,No,Yes,No,"{'latitude': '42.65506', 'longitude': '-73.70783'}",115,1309,2138
2nd Ave & 121st St,812,-73.67392,42.78198,85,TROY,2ND,No,No,No,No,Yes,No,"{'latitude': '42.78198', 'longitude': '-73.67392'}",110,12,2138
Elm St & Albany St,2582,-73.60984,42.51657,520,NASSAU,CHURCH,No,No,No,No,Yes,No,"{'latitude': '42.51657', 'longitude': '-73.60984'}",126,1296,2138
SUNY Collins Circle,7216,-73.822915,42.688238,"12,114,190, 712",ALBANY,SUNY AT ALBANY,No,Yes,Yes,Yes,Yes,No,"{'latitude': '42.688238', 'longitude': '-73.822915'}",814,49,2030
345 Hackett Blvd,1147,-73.80956,42.65411,"734, 806",ALBANY,JOHN DAVID,No,No,No,No,Yes,No,"{'latitude': '42.65411', 'longitude': '-73.80956'}",814,45,2030
New Loudon Rd & Turner Ln,1904,-73.75541,42.71071,182,COLONIE,BURTON,No,No,No,No,Yes,No,"{'latitude': '42.71071', 'longitude': '-73.75541'}",834,48,2030
Albany St & Georgetta Dix Plz,2349,-73.938299,42.809507,353,SCHENECTADY,GEORGETTA DIX PLZ,No,No,No,No,Yes,No,"{'latitude': '42.809507', 'longitude': '-73.938299'}",104,76,2142
Curry Rd & Van Dyke Ave,1714,-73.968031,42.785816,763,ROTTERDAM,VAN DYKE,No,No,No,No,Yes,No,"{'latitude': '42.785816', 'longitude': '-73.968031'}",105,75,2142
Rt 146 & Tawasentha Park,959,-73.93517,42.70367,719,GUILDERLAND,ALTAMONT,No,No,No,No,Yes,No,"{'latitude': '42.70367', 'longitude': '-73.93517'}",832,1142,2030
Pawling Ave & Blakeley Ct,4454,-73.662352,42.707834,286,TROY,COUNTY HWY 130,No,No,No,No,Yes,No,"{'latitude': '42.707834', 'longitude': '-73.662352'}",110,11,2138
Broadway & Erie St,10997,-73.73886,42.67076,"22,801, 805",ALBANY,1ST,No,No,No,No,Yes,No,"{'latitude': '42.67076', 'longitude': '-73.73886'}",814,41,2030
Sand Creek Rd & Everett Rd,538,-73.78002,42.68721,125,COLONIE,COUNTY HWY 155,No,No,No,No,Yes,No,"{'latitude': '42.68721', 'longitude': '-73.78002'}",834,42,2030
New Scotland Ave & Cardinal Ave,1029,-73.79597,42.65465,13,ALBANY,CARDINAL,No,No,No,No,Yes,No,"{'latitude': '42.65465', 'longitude': '-73.79597'}",814,45,2030
Washington Ave & Henry Johnson Blvd,263,-73.7655,42.65804,"10,12,801,805, 808",ALBANY,HENRY JOHNSON,No,No,No,No,Yes,No,"{'latitude': '42.65804', 'longitude': '-73.7655'}",814,43,2030
Livingston Ave & Pennsylvania Ave,681,-73.75988,42.66447,"100,138,801,803, 805",ALBANY,HENRY JOHNSON,No,No,No,No,Yes,No,"{'latitude': '42.66447', 'longitude': '-73.75988'}",814,43,2030
Livingston Ave & N. Lake Ave,687,-73.76604,42.66803,"100,138,801,803,804, 805",ALBANY,JUDSON,No,No,Yes,No,Yes,No,"{'latitude': '42.66803', 'longitude': '-73.76604'}",814,43,2030
3rd Ave & 5th St,7,-73.70847,42.71185,"22, 809",WATERVLIET,5TH,No,No,No,No,Yes,No,"{'latitude': '42.71185', 'longitude': '-73.70847'}",828,19,2030
Western Ave & Claredon Rd,871,-73.8188,42.67513,"10,11,763,806, 808",ALBANY,US HWY 20,No,No,No,No,Yes,No,"{'latitude': '42.67513', 'longitude': '-73.8188'}",814,40,2030
Sage Ave @ Troy Building,12014,-73.680277,42.731236,"286, 289",TROY,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.731236', 'longitude': '-73.680277'}",110,11,2138
Western Ave & Parkwood St,308,-73.83635,42.68077,"10,763,806, 808",GUILDERLAND,US HWY 20,No,No,No,No,Yes,No,"{'latitude': '42.68077', 'longitude': '-73.83635'}",832,40,2030
Albany Shaker Rd & Northern Blvd,2710,-73.75089,42.67363,737,ALBANY,SHAKER,No,No,No,No,Yes,No,"{'latitude': '42.67363', 'longitude': '-73.75089'}",814,48,2030
Rt 7 & Shannon Blvd,2478,-73.854915,42.782968,370,NISKAYUNA,STATE HWY 7,No,No,No,No,Yes,No,"{'latitude': '42.782968', 'longitude': '-73.854915'}",107,78,2142
Van Vranken Ave & Hattie St,11272,-73.92642,42.82071,"351, 998",SCHENECTADY,NOTT,No,No,No,No,Yes,No,"{'latitude': '42.82071', 'longitude': '-73.92642'}",104,77,2142
Madison Ave & Saint Rose College,340,-73.78756,42.66381,"114,763, 806",ALBANY,MADISON,No,No,No,No,Yes,No,"{'latitude': '42.66381', 'longitude': '-73.78756'}",814,45,2030
5th Ave & 112th St,4322,-73.67536,42.77004,80,TROY,112TH,No,No,No,No,Yes,No,"{'latitude': '42.77004', 'longitude': '-73.67536'}",110,12,2138
Garner St & Vliet St,4165,-73.7096,42.77842,"182, 802",COHOES,VLIET,No,No,No,No,Yes,No,"{'latitude': '42.77842', 'longitude': '-73.7096'}",835,1176,2030
Cardinal Ave & Helderberg Ave,1059,-73.79739,42.65263,805,ALBANY,HELDERBERG,No,No,No,No,Yes,No,"{'latitude': '42.65263', 'longitude': '-73.79739'}",814,45,2030
Columbia Tpke & Sherwood Ave,10878,-73.7346,42.6195,233,EAST GREENBUSH,COLUMBIA TPKE,No,No,No,No,Yes,No,"{'latitude': '42.6195', 'longitude': '-73.7346'}",129,1309,2138
Hackett Blvd & Samaritan Rd,9007,-73.77821,42.64557,"734, 806",ALBANY,HACKETT,No,No,Yes,No,Yes,No,"{'latitude': '42.64557', 'longitude': '-73.77821'}",814,40,2030
Sand Creek Rd & Campagna Dr,10562,-73.797815,42.702988,125,COLONIE,SMITH,No,No,No,No,Yes,No,"{'latitude': '42.702988', 'longitude': '-73.797815'}",834,42,2030
Rosa Rd & Wendell Ave,12437,-73.91435,42.82275,352,SCHENECTADY,WENDELL,No,No,No,No,Yes,No,"{'latitude': '42.82275', 'longitude': '-73.91435'}",104,77,2142
Whitehall Rd & Fleetwood Ave,11923,-73.8039,42.648297,"6,801, 804",ALBANY,VAN SCHOICK,No,No,No,No,Yes,No,"{'latitude': '42.648297', 'longitude': '-73.8039'}",814,46,2030
